Price,Address,Size,Rooms
 10.99 M Ft ," Kölcsey utca 15, XX. kerület", 20 m² terület, 1 szoba
 31 M Ft ," Megyer – Izzó lakótelep, IV. kerület", 54 m² terület, 2 szoba
 27.3 M Ft ," Angyalföld – Országbíró utcai lakótelep, XIII. kerület", 35 m² terület, 1 + 1 fél szoba
 32 M Ft ," Lehel utca, XIII. kerület", 27 m² terület, 1 szoba
 29.9 M Ft ," Corvin körút, XIX. kerület", 47 m² terület, 2 szoba
 35 M Ft ," Újpesti rakpart, XIII. kerület", 130 m² terület, 3 + 1 fél szoba
 26.99 M Ft ," Szigeti József utca, IV. kerület", 56 m² terület, 3 + 2 fél szoba
 25.49 M Ft ," Külső Szilágyi út, IV. kerület", 36 m² terület, 1 szoba
 30 M Ft ," Károlyi István utca 11, IV. kerület", 32 m² terület, 1 szoba
 34.5 M Ft ," Angyalföld, XIII. kerület", 49 m² terület, 1 + 1 fél szoba
 20.5 M Ft ," Nagysándor József utca, XX. kerület", 70 m² terület, 2 + 1 fél szoba
 37 M Ft ," Újpesti lakótelep, IV. kerület", 72 m² terület, 2 + 1 fél szoba
 23.5 M Ft ," Pincér utca, XIX. kerület", 36 m² terület, 1 szoba
 27.9 M Ft ," Török Flóris utca, XX. kerület", 67 m² terület, 3 szoba
 21.9 M Ft ," Pázsitos sétány, XX. kerület", 54 m² terület, 2 szoba
 26.5 M Ft ," Lajtha László utca, XX. kerület", 58 m² terület, 1 + 3 fél szoba
 37.8 M Ft ," Béke utca, XIII. kerület", 56 m² terület, 2 szoba
 27.9 M Ft ," Csángó utca, XIII. kerület", 29 m² terület, 1 szoba
 22 M Ft ," Berda József utca, IV. kerület", 35 m² terület, 1 szoba
 27.95 M Ft ," Rokolya utca, XIII. kerület", 55 m² terület, 3 szoba
 23.9 M Ft ," Szent László út, XIII. kerület", 36 m² terület, 1 szoba
 35.9 M Ft ," Párkány utca, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 22.9 M Ft ," Reitter Ferenc utca, XIII. kerület", 29 m² terület, 1 szoba
 29.5 M Ft ," Újpest – Pozsonyi utcai lakótelep, IV. kerület", 56 m² terület, 1 + 2 fél szoba
 8.5 M Ft ," Béke utca 109, XIII. kerület", 12 m² terület, 1 szoba
 28.9 M Ft ," Újlipótvárosi lakótelep, XIII. kerület", 41 m² terület, 1 szoba
 34.99 M Ft ," Külső Szilágyi út, IV. kerület", 64 m² terület, 1 + 2 fél szoba
 26.9 M Ft ," Erzsébetfalva, XX. kerület", 69 m² terület, 3 szoba
 29.9 M Ft ," Kispesti lakótelep, XIX. kerület", 57 m² terület, 3 szoba
 33.2 M Ft ," Szabolcsi Bence tér, IV. kerület", 67 m² terület, 2 + 1 fél szoba
 28.9 M Ft ," Népfürdő utca, XIII. kerület", 37 m² terület, 1 + 1 fél szoba
 34.5 M Ft ," Petőfi utca, IV. kerület", 72 m² terület, 2 + 1 fél szoba
 29.6 M Ft ," János utca, XX. kerület", 50 m² terület, 2 szoba
 20.6 M Ft ," Szent László tér, IV. kerület", 28 m² terület, 1 szoba
 36.5 M Ft ," Virág utca, IV. kerület", 71 m² terület, 3 szoba
 19 M Ft ," Váci út, XIII. kerület", 23 m² terület, 1 szoba
 31.5 M Ft ," Hegedűs Gyula utca, XIII. kerület", 51 m² terület, 2 szoba
 17.5 M Ft ," Irányi Dániel utca, IV. kerület", 28 m² terület, 1 szoba
 26.9 M Ft ," Jéggyár utca 7, XIII. kerület", 27 m² terület, 1 szoba
 27 M Ft ," Reitter Ferenc utca, XIII. kerület", 36 m² terület, 1 szoba
 31.9 M Ft ," Újlipótváros, XIII. kerület", 34 m² terület, 1 szoba
 32.6 M Ft ," Angyalföldi út, XIII. kerület", 32 m² terület, 1 szoba
 30 M Ft ," Zichy Mihály utca, IV. kerület", 53 m² terület, 2 szoba
 30 M Ft ," Nyugati tér 5, XIII. kerület", 43 m² terület, 1 szoba
 24.9 M Ft ," Helsinki út, XX. kerület", 54 m² terület, 2 szoba
 18 M Ft ," Gólya utca, XX. kerület", 30 m² terület, 1 + 1 fél szoba
 34.9 M Ft ," Szabolcs utca, XIII. kerület", 42 m² terület, 1 + 1 fél szoba
 34.9 M Ft ," Belváros, V. kerület", 75 m² terület, 3 szoba
 28.99 M Ft ," Szigeti József utca, IV. kerület", 53 m² terület, 3 + 2 fél szoba
 34.5 M Ft ," Csángó utca, XIII. kerület", 68 m² terület, 3 szoba
 35.9 M Ft ," Üteg utca, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 25.7 M Ft ," Baross utca, XX. kerület", 63 m² terület, 2 szoba
 33.9 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 48 m² terület, 2 szoba
 24.17 M Ft ," Váci út, XIII. kerület", 27 m² terület, 1 szoba
 26.8 M Ft ," Rózsa utca, IV. kerület", 54 m² terület, 2 szoba
 37 M Ft ," Gömb utca, XIII. kerület", 44 m² terület, 2 szoba
 34.9 M Ft ," Szabolcs utca 15-25., XIII. kerület", 34 m² terület, 1 szoba
 35.9 M Ft ," Szabolcs utca 15-25., XIII. kerület", 34 m² terület, 1 szoba
 28.9 M Ft ," Újpesti lakótelep, IV. kerület", 59 m² terület, 1 + 2 fél szoba
 35.49 M Ft ," Gubacs – Mediterrán lakópark, XX. kerület", 42 m² terület, 2 szoba
 13.9 M Ft ," Angyalföld – Béke–Tatai utcai lakótelep, XIII. kerület", 47 m² terület, 1 szoba
 27.9 M Ft ," József Attila utca, XIX. kerület", 52 m² terület, 1 + 2 fél szoba
 31.7 M Ft ," Erzsébetfalva, XX. kerület", 60 m² terület, 2 szoba
 20.9 M Ft ," Mohács utca, XIII. kerület", 26 m² terület, 1 szoba
 22 M Ft ," Nagykőrösi út, XIX. kerület", 47 m² terület, 1 + 1 fél szoba
 26.9 M Ft ," Hársfa sétány, XX. kerület", 70 m² terület, 3 szoba
 31.7 M Ft ," Erzsébetfalva, XX. kerület", 60 m² terület, 2 szoba
 25.9 M Ft ," Pacsirta utca, XX. kerület", 53 m² terület, 2 + 1 fél szoba
 37.9 M Ft ," Kisfaludy utca, XIX. kerület", 73 m² terület, 3 + 1 fél szoba
 25.7 M Ft ," Káposztásmegyer I. lakótelep, IV. kerület", 38 m² terület, 1 szoba
 32.5 M Ft ," Virág utca, IV. kerület", 72 m² terület, 1 + 2 fél szoba
 26.9 M Ft ," Erzsébetfalva, XX. kerület", 69 m² terület, 3 szoba
 36 M Ft ," Madarász Viktor utca 25, XIII. kerület", 34 m² terület, 1 + 1 fél szoba
 36.99 M Ft ," Gubacs – Mediterrán lakópark, XX. kerület", 42 m² terület, 2 szoba
 34.99 M Ft ," Nyáry Pál utca 5, V. kerület", 29 m² terület, 1 + 1 fél szoba
 35.9 M Ft ," Párkány utca, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 29.9 M Ft ," Berkenye sétány 1., XX. kerület", 67 m² terület, 2 + 1 fél szoba
 35.9 M Ft ," Párkány utca, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 34.9 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 47 m² terület, 2 + 1 fél szoba
 38 M Ft ," Vizafogó-lakótelep, XIII. kerület", 58 m² terület, 3 szoba
 23.9 M Ft ," Róbert Károly körút, XIII. kerület", 30 m² terület, 1 + 1 fél szoba
 26.9 M Ft ," Erzsébetfalva – Pesterzsébeti lakótelep, XX. kerület", 69 m² terület, 3 szoba
 27.99 M Ft ," Török Flóris utca, XX. kerület", 67 m² terület, 3 szoba
 35.9 M Ft ," Párkány utca, XIII. kerület", 58 m² terület, 3 szoba
 28.9 M Ft ," Róbert Károly körút, XIII. kerület", 44 m² terület, 2 szoba
 27.63 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 37 M Ft ," Virág utca 17, IV. kerület", 72 m² terület, 2 + 1 fél szoba
 16.99 M Ft ," Pacsirtatelep, XX. kerület", 27 m² terület, 1 szoba
 28.2 M Ft ," Angyalföld, XIII. kerület", 31 m² terület, 1 + 1 fél szoba
 12 M Ft ," Reitter Ferenc utca, XIII. kerület", 69 m² terület, 2 + 1 fél szoba
 22.8 M Ft ," Kispest, XIX. kerület", 46 m² terület, 1 szoba
 37 M Ft ," Nyár utca, IV. kerület", 72 m² terület, 4 szoba
 38 M Ft ," Újlipótváros, XIII. kerület", 55 m² terület, 2 + 1 fél szoba
 27 M Ft ," Ambrus utca, XIII. kerület", 37 m² terület, 2 szoba
 28.2 M Ft ," Angyalföld, XIII. kerület", 31 m² terület, 1 + 1 fél szoba
 25 M Ft ," Angyalföld, XIII. kerület", 57 m² terület, 3 szoba
 23.9 M Ft ," Angyalföld, XIII. kerület", 36 m² terület, 1 szoba
 28.9 M Ft ," Angyalföld, XIII. kerület", 31 m² terület, 2 szoba
 37 M Ft ," Újpest, IV. kerület", 72 m² terület, 3 szoba
 28.2 M Ft ," Forgách utca, XIII. kerület", 31 m² terület, 1 + 1 fél szoba
 27.9 M Ft ," Ady Endre út, XIX. kerület", 68 m² terület, 2 + 2 fél szoba
 27.5 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 25.99 M Ft ," Topánka utca, XX. kerület", 67 m² terület, 3 szoba
 27.5 M Ft ," Kis Gömb utca, XIII. kerület", 35 m² terület, 1 szoba
 23.4 M Ft ," Erzsébetfalva, XX. kerület", 37 m² terület, 1 szoba
 31.5 M Ft ," Kós Károly tér, XIX. kerület", 53 m² terület, 2 szoba
 21.9 M Ft ," Kossuthfalva, XX. kerület", 30 m² terület, 1 szoba
 28 M Ft ," Újpest-Központ, IV. kerület", 53 m² terület, 2 szoba
 27.8 M Ft ," Újpest, IV. kerület", 53 m² terület, 3 szoba
 22.5 M Ft ," Vörösmarty utca, XX. kerület", 50 m² terület, 2 szoba
 29.99 M Ft ," Újpesti lakótelep, IV. kerület", 60 m² terület, 2 + 1 fél szoba
 21.1 M Ft ," Gubacs, XX. kerület", 33 m² terület, 1 szoba
 34.8 M Ft ," Röppentyű utca, XIII. kerület", 39 m² terület, 2 + 1 fél szoba
 29.9 M Ft ," Erzsébetfalva, XX. kerület", 50 m² terület, 2 szoba
 23.4 M Ft ," Erzsébetfalva, XX. kerület", 37 m² terület, 1 szoba
 34 M Ft ," Fivér utca, XIII. kerület", 50 m² terület, 2 szoba
 24.5 M Ft ," Lajtha László utca, XX. kerület", 48 m² terület, 2 szoba
 30 M Ft ," Váci út, XIII. kerület", 40 m² terület, 2 szoba
 31.9 M Ft ," Alig utca, XIII. kerület", 31 m² terület, 1 szoba
 13.9 M Ft ," Erzsébetfalva, XX. kerület", 36 m² terület, 1 szoba
 33.2 M Ft ," Üllői út, XIX. kerület", 41 m² terület, 2 szoba
 18.9 M Ft ," Erzsébetfalva, XX. kerület", 37 m² terület, 2 szoba
 26.9 M Ft ," Reitter Ferenc utca, XIII. kerület", 37 m² terület, 2 szoba
 28.9 M Ft ," Újpest, IV. kerület", 53 m² terület, 2 szoba
 21.9 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 22 m² terület, 1 szoba
 17.65 M Ft ," Újpest, IV. kerület", 40 m² terület, 1 + 1 fél szoba
 20.5 M Ft ," Károlyi István utca, IV. kerület", 25 m² terület, 1 szoba
 25 M Ft ," Pázsitos sétány, XX. kerület", 54 m² terület, 2 szoba
 18.9 M Ft ," Mohács utca, XIII. kerület", 26 m² terület, 1 szoba
 27.5 M Ft ," Turbina utca 8, XIII. kerület", 56 m² terület, 1 + 1 fél szoba
 24.9 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 24 M Ft ," Rózsa utca, IV. kerület", 36 m² terület, 1 + 1 fél szoba
 19.99 M Ft ," Dévényi utca, XIII. kerület", 38 m² terület, 1 szoba
 29.9 M Ft ," Újpesti lakótelep, IV. kerület", 53 m² terület, 2 + 1 fél szoba
 25.9 M Ft ," Gubacsi lakótelep, XX. kerület", 44 m² terület, 2 szoba
 21 M Ft ," Vasút sor 10, XX. kerület", 32 m² terület, 1 szoba
 24.9 M Ft ," Ady Endre utca, XX. kerület", 56 m² terület, 2 szoba
 22.49 M Ft ," Valéria utca, XX. kerület", 40 m² terület, 2 szoba
 17.5 M Ft ," Pöltenberg utca, XX. kerület", 42 m² terület, 2 szoba
 26.9 M Ft ," Ambrus utca, XIII. kerület", 36 m² terület, 2 szoba
 36.9 M Ft ," Róbert Károly körút, XIII. kerület", 56 m² terület, 3 szoba
 33.9 M Ft ," Pannónia utca, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 37.9 M Ft ," Népfürdő utca, XIII. kerület", 49 m² terület, 2 szoba
 21.5 M Ft ," Reviczky utca, IV. kerület", 30 m² terület, 1 szoba
 11.9 M Ft ," Zrínyi utca, XX. kerület", 25 m² terület, 1 szoba
 28.2 M Ft ," Hajdú utca, XIII. kerület", 31 m² terület, 1 + 1 fél szoba
 27.5 M Ft ," Lehel utca 7, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 8.9 M Ft ," Erzsébetfalva, XX. kerület", 30 m² terület, 1 szoba
 31.5 M Ft ," Kós Károly tér, XIX. kerület", 53 m² terület, 2 szoba
 28.7 M Ft ," Újpest – Pozsonyi utcai lakótelep, IV. kerület", 56 m² terület, 3 szoba
 33.5 M Ft ," Vizafogó, XIII. kerület", 50 m² terület, 2 szoba
 23.99 M Ft ," Gubacsipuszta – Eperjes utcai lakótelep, XX. kerület", 56 m² terület, 1 + 2 fél szoba
 16.1 M Ft ," Baross utca, IV. kerület", 29 m² terület, 1 szoba
 17.5 M Ft ," Újpest-Kertváros, IV. kerület", 35 m² terület, 2 szoba
 27.2 M Ft ," Madarász Viktor utca, XIII. kerület", 35 m² terület, 1 + 1 fél szoba
 28.9 M Ft ," Róbert Károly körút, XIII. kerület", 44 m² terület, 2 szoba
 26.9 M Ft ," Visegrádi utca, XIII. kerület", 24 m² terület, 1 szoba
 24.99 M Ft ," Szekszárdi utca 32., XIII. kerület", 40 m² terület, 1 szoba
 30.8 M Ft ," Bíró Mihály utca, XX. kerület", 47 m² terület, 1 + 1 fél szoba
 35.9 M Ft ," Vizafogó, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 31 M Ft ," Angyalföld, XIII. kerület", 44 m² terület, 2 szoba
 28.99 M Ft ," Pozsonyi utca, IV. kerület", 55 m² terület, 1 + 2 fél szoba
 37.9 M Ft ," Futár utca, XIII. kerület", 54 m² terület, 2 szoba
 21.9 M Ft ," Angyalföld, XIII. kerület", 38 m² terület, 2 szoba
 35.9 M Ft ," Vizafogó-lakótelep, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 17.5 M Ft ," Baross utca, IV. kerület", 37 m² terület, 1 szoba
 31.5 M Ft ," Kossuth Lajos utca, XIX. kerület", 36 m² terület, 1 szoba
 26.5 M Ft ," Visegrádi utca, XIII. kerület", 34 m² terület, 1 szoba
 31.98 M Ft ," Angyalföld, XIII. kerület", 33 m² terület, 1 szoba
 36.4 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 56 m² terület, 1 + 2 fél szoba
 25.5 M Ft ," Erzsébet utca, IV. kerület", 53 m² terület, 2 szoba
 13.49 M Ft ," Baba utca, XX. kerület", 33 m² terület, 1 szoba
 28.9 M Ft ," Újlipótvárosi lakótelep, XIII. kerület", 41 m² terület, 1 szoba
 17.99 M Ft ," Határ út, XX. kerület", 56 m² terület, 2 szoba
 33.5 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 56 m² terület, 3 szoba
 28.9 M Ft ," Váci út, XIII. kerület", 41 m² terület, 1 szoba
 27.9 M Ft ," Lebstück Mária utca, IV. kerület", 35 m² terület, 2 szoba
 34.9 M Ft ," Keszkenő utca, XIII. kerület", 47 m² terület, 2 szoba
 27.5 M Ft ," Deák Ferenc utca, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 37.9 M Ft ," Kerekes utca, XIII. kerület", 50 m² terület, 1 + 1 fél szoba
 27.7 M Ft ," Munkásotthon utca, IV. kerület", 53 m² terület, 2 szoba
 18.7 M Ft ," Corvin körút 2, XIX. kerület", 31 m² terület, 1 szoba
 23.8 M Ft ," Róbert Károly körút 90, XIII. kerület", 33 m² terület, 1 + 1 fél szoba
 20.5 M Ft ," Angyalföldi út 17, XIII. kerület", 26 m² terület, 1 szoba
 35 M Ft ," Mártírok útja, XX. kerület", 78 m² terület, 3 szoba
 24 M Ft ," Szent László út, XIII. kerület", 36 m² terület, 1 szoba
 26.9 M Ft ," Mosoly utca, XIII. kerület", 40 m² terület, 1 szoba
 21.8 M Ft ," Mohács utca, XIII. kerület", 31 m² terület, 1 szoba
 36.9 M Ft ," Vizafogó, XIII. kerület", 56 m² terület, 3 szoba
 28.5 M Ft ," Váci út, XIII. kerület", 48 m² terület, 1 szoba
 26 M Ft ," Jókai utca, XIX. kerület", 59 m² terület, 1 + 2 fél szoba
 22.9 M Ft ," Angyalföld, XIII. kerület", 36 m² terület, 1 + 1 fél szoba
 33.5 M Ft ," Angyalföld – Béke–Tatai utcai lakótelep, XIII. kerület", 40 m² terület, 1 + 1 fél szoba
 34.5 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 54 m² terület, 1 szoba
 33.5 M Ft ," Újlipótvárosi lakótelep, XIII. kerület", 56 m² terület, 1 + 2 fél szoba
 22.22 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 30 m² terület, 1 szoba
 15.9 M Ft ," Jókai Mór utca, XX. kerület", 39 m² terület, 1 szoba
 35.9 M Ft ," Angyalföld, XIII. kerület", 38 m² terület, 1 + 1 fél szoba
 22.9 M Ft ," Török Flóris utca, XX. kerület", 60 m² terület, 1 + 2 fél szoba
 34.9 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 56 m² terület, 1 + 2 fél szoba
 35 M Ft ," Kárász utca, XIII. kerület", 53 m² terület, 2 szoba
 33.5 M Ft ," Dunyov István utca, XIII. kerület", 56 m² terület, 1 + 2 fél szoba
 26.99 M Ft ," Erzsébetfalva – Pesterzsébeti lakótelep, XX. kerület", 58 m² terület, 2 + 1 fél szoba
 26.9 M Ft ," Pázsitos sétány, XX. kerület", 72 m² terület, 3 szoba
 32.3 M Ft ," Deák Ferenc utca, IV. kerület", 59 m² terület, 1 + 2 fél szoba
 21.5 M Ft ," Nap utca, IV. kerület", 29 m² terület, 1 szoba
 26.99 M Ft ," Deák Ferenc utca, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 33.88 M Ft ," Kartács utca, XIII. kerület", 42 m² terület, 1 + 1 fél szoba
 26.9 M Ft ," Deák Ferenc utca, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 25.9 M Ft ," Nagykőrösi út, XIX. kerület", 44 m² terület, 3 szoba
 27.8 M Ft ," Erzsébetfalva, XX. kerület", 37 m² terület, 1 szoba
 29.5 M Ft ," Béke tér, XIII. kerület", 31 m² terület, 1 szoba
 34.8 M Ft ," Béke tér, XIII. kerület", 32 m² terület, 2 szoba
 29.9 M Ft ," Thököly utca, XIX. kerület", 44 m² terület, 2 szoba
 37 M Ft ," Görgey Artúr utca, IV. kerület", 74 m² terület, 2 + 2 fél szoba
 26.9 M Ft ," Angyalföld, XIII. kerület", 37 m² terület, 2 szoba
 33.9 M Ft ," Angyalföld, XIII. kerület", 32 m² terület, 1 szoba
 26.9 M Ft ," Eperjes utca, XX. kerület", 56 m² terület, 2 szoba
 21.7 M Ft ," Török Flóris utca 84, XX. kerület", 32 m² terület, 1 szoba
 25.25 M Ft ," Baross utca 38, IV. kerület", 50 m² terület, 1 + 1 fél szoba
 35 M Ft ," Angyalföldi út, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 27.3 M Ft ," Deák Ferenc utca, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 19.98 M Ft ," Erzsébetfalva – Pesterzsébeti lakótelep, XX. kerület", 52 m² terület, 2 szoba
 37.9 M Ft ," Angyalföld, XIII. kerület", 50 m² terület, 2 szoba
 38 M Ft ," Angyalföld, XIII. kerület", 38 m² terület, 2 szoba
 13.8 M Ft ," Pacsirtatelep, XX. kerület", 23 m² terület, 1 szoba
 28.2 M Ft ," Csavargyár utca, XIII. kerület", 42 m² terület, 1 szoba
 23.9 M Ft ," Nyár utca 65, IV. kerület", 35 m² terület, 1 + 1 fél szoba
 20.9 M Ft ," Újpest, IV. kerület", 40 m² terület, 1 szoba
 31.98 M Ft ," Dolmány utca, XIII. kerület", 30 m² terület, 1 szoba
 34.9 M Ft ," Belváros, V. kerület", 75 m² terület, 3 szoba
 29.9 M Ft ," Kispesti lakótelep, XIX. kerület", 57 m² terület, 3 szoba
 31.5 M Ft ," Wolfner utca 6, IV. kerület", 32 m² terület, 1 szoba
 15.9 M Ft ," Csokonai utca 36, IV. kerület", 23 m² terület, 1 szoba
 37.9 M Ft ," Kerekes utca, XIII. kerület", 50 m² terület, 1 + 1 fél szoba
 27.9 M Ft ," Jókai utca, XIX. kerület", 59 m² terület, 3 szoba
 37.9 M Ft ," Kerekes utca, XIII. kerület", 50 m² terület, 2 szoba
 17.9 M Ft ," Hegedűs Gyula utca 19, XIII. kerület", 11 m² terület, 1 szoba
 22.5 M Ft ," Nagykőrösi út, XIX. kerület", 43 m² terület, 2 szoba
 22.1 M Ft ," Szigeti József utca, IV. kerület", 38 m² terület, 1 + 1 fél szoba
 37.79 M Ft ," Hun utca, XIII. kerület", 61 m² terület, 3 szoba
 28.9 M Ft ," Baross utca, XX. kerület", 63 m² terület, 2 szoba
 27.8 M Ft ," Deák Ferenc utca, IV. kerület", 53 m² terület, 2 + 1 fél szoba
 29.3 M Ft ," Baross utca 59, IV. kerület", 47 m² terület, 2 szoba
 36 M Ft ," Téglagyár tér, XX. kerület", 68 m² terület, 3 + 1 fél szoba
 37.9 M Ft ," Angyalföld, XIII. kerület", 50 m² terület, 1 + 1 fél szoba
 28.9 M Ft ," Izzó utca, IV. kerület", 56 m² terület, 2 szoba
 29.5 M Ft ," Forgách utca 32, XIII. kerület", 81 m² terület, 4 szoba
 29 M Ft ," Gyöngyösi utca, XIII. kerület", 35 m² terület, 1 + 1 fél szoba
 16.9 M Ft ," Pöltenberg utca, XX. kerület", 27 m² terület, 1 szoba
 22.98 M Ft ," Zoltán utca, XIX. kerület", 39 m² terület, 2 szoba
 37.9 M Ft ," Kerekes utca, XIII. kerület", 50 m² terület, 2 szoba
 37.9 M Ft ," Kerekes utca, XIII. kerület", 50 m² terület, 1 + 1 fél szoba
 22.5 M Ft ," Forgách utca, XIII. kerület", 32 m² terület, 1 szoba
 37 M Ft ," Forgách köz, XIII. kerület", 43 m² terület, 2 szoba
 28.5 M Ft ," Angyalföld – Fiastyúk utcai lakótelep, XIII. kerület", 35 m² terület, 1 + 1 fél szoba
 22.5 M Ft ," Angyalföld, XIII. kerület", 30 m² terület, 1 szoba
 37.99 M Ft ," Göncöl utca, XIII. kerület", 68 m² terület, 1 + 1 fél szoba
 20 M Ft ," Szabadkai utca 3, IV. kerület", 34 m² terület, 1 szoba
 37 M Ft ," Erzsébetfalva, XX. kerület", 108 m² terület, 3 + 1 fél szoba
 21.7 M Ft ," Török Flóris utca 84, XX. kerület", 32 m² terület, 1 szoba
 31.7 M Ft ," Erzsébetfalva, XX. kerület", 60 m² terület, 2 szoba
 26.9 M Ft ," Pázsitos sétány, XX. kerület", 69 m² terület, 3 szoba
 25.9 M Ft ," Rózsa utca, IV. kerület", 41 m² terület, 1 + 1 fél szoba
 23.9 M Ft ," Tüzér utca, XIII. kerület", 35 m² terület, 1 szoba
 26.5 M Ft ," Agyag utca, XIII. kerület", 39 m² terület, 1 szoba
 15.3 M Ft ," Angyalföld – Béke–Tatai utcai lakótelep, XIII. kerület", 47 m² terület, 1 szoba
 34.9 M Ft ," Dolmány utca, XIII. kerület", 37 m² terület, 1 + 1 fél szoba
 37.9 M Ft ," Vasút sor, XX. kerület", 55 m² terület, 1 + 2 fél szoba
 26.5 M Ft ," Petőfi utca, XIX. kerület", 54 m² terület, 1 + 2 fél szoba
 29.06 M Ft ," Dolmány utca, XIII. kerület", 30 m² terület, 1 szoba
 22.9 M Ft ," Szent László tér, IV. kerület", 37 m² terület, 1 szoba
 22.9 M Ft ," Szent László tér 8, IV. kerület", 37 m² terület, 1 szoba
 17 M Ft ," Ady Endre út, XIX. kerület", 30 m² terület, 1 szoba
 24.7 M Ft ," Angyalföld, XIII. kerület", 53 m² terület, 2 szoba
 22.9 M Ft ," Szent László tér 8, IV. kerület", 37 m² terület, 1 szoba
 12.9 M Ft ," Újpest, IV. kerület", 21 m² terület, 1 szoba
 30.3 M Ft ," Angyalföld, XIII. kerület", 38 m² terület, 1 szoba
 34.9 M Ft ," Váci út, XIII. kerület", 48 m² terület, 2 szoba
 24.9 M Ft ," Lehel utca 32, XIII. kerület", 38 m² terület, 1 szoba
 27.5 M Ft ," Ipoly utca 28, XIII. kerület", 36 m² terület, 1 szoba
 36.4 M Ft ," Dráva utca, XIII. kerület", 49 m² terület, 2 szoba
 33.5 M Ft ," Dunyov István utca, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 31 M Ft ," Angyalföldi út, XIII. kerület", 56 m² terület, 1 + 2 fél szoba
 20.5 M Ft ," Nagysándor József utca, XX. kerület", 70 m² terület, 4 szoba
 35.9 M Ft ," Angyalföld, XIII. kerület", 37 m² terület, 1 + 1 fél szoba
 31 M Ft ," Visegrádi utca 52/B, XIII. kerület", 39 m² terület, 1 szoba
 37.9 M Ft ," Béke utca 104, XIII. kerület", 58 m² terület, 2 szoba
 33.5 M Ft ," Béke utca, XIII. kerület", 40 m² terület, 1 + 1 fél szoba
 26.2 M Ft ," Deák Ferenc utca 69, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 32 M Ft ," Nyáry Pál utca, V. kerület", 29 m² terület, 1 + 1 fél szoba
 31 M Ft ," Szent László út, XIII. kerület", 30 m² terület, 1 szoba
 17.5 M Ft ," Újpest, IV. kerület", 29 m² terület, 1 szoba
 34.79 M Ft ," Ősz utca, XX. kerület", 87 m² terület, 3 szoba
 29.5 M Ft ," Angyalföld, XIII. kerület", 31 m² terület, 2 szoba
 34.8 M Ft ," Angyalföld, XIII. kerület", 33 m² terület, 2 szoba
 29.8 M Ft ," Hegedűs Gyula utca, XIII. kerület", 30 m² terület, 1 szoba
 32.5 M Ft ," Újpest-Központ, IV. kerület", 50 m² terület, 1 + 1 fél szoba
 15.5 M Ft ," Kispest, XIX. kerület", 23 m² terület, 1 szoba
 34.9 M Ft ," Megyer – Izzó lakótelep, IV. kerület", 65 m² terület, 2 + 1 fél szoba
 36.9 M Ft ," Dévényi utca, XIII. kerület", 62 m² terület, 2 szoba
 22.9 M Ft ," Berda József utca, IV. kerület", 35 m² terület, 1 + 1 fél szoba
 31.5 M Ft ," Katona József utca, XIII. kerület", 41 m² terület, 1 szoba
 35.9 M Ft ," Szent László út, XIII. kerület", 39 m² terület, 1 + 1 fél szoba
 35 M Ft ," Rózsa utca, IV. kerület", 72 m² terület, 3 szoba
 37.9 M Ft ," Párkány utca 14, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 35.5 M Ft ," Szíjgyártó utca 10, IV. kerület", 67 m² terület, 2 + 1 fél szoba
 36.5 M Ft ," Külső Szilágyi út, IV. kerület", 68 m² terület, 3 szoba
 20.5 M Ft ," Nádasdy utca, XIX. kerület", 53 m² terület, 1 + 1 fél szoba
 34.5 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 54 m² terület, 1 szoba
 37 M Ft ," Szegedi út, XIII. kerület", 40 m² terület, 1 + 1 fél szoba
 24 M Ft ," Visegrádi utca 63, XIII. kerület", 25 m² terület, 1 szoba
